Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Shipping Cost,Order Priority
CA-2011-133305,11/07/2011,15/07/2011,Standard Class,MH-17455,3.16,Medium
CA-2013-136595,06/09/2013,08/09/2013,First Class,EM-13825,3.16,High
US-2011-163146,16/05/2011,20/05/2011,Standard Class,CC-12475,3.16,Medium
IZ-2013-4340,04/04/2013,06/04/2013,First Class,AR-540,3.16,High
BO-2014-2640,08/08/2014,09/08/2014,First Class,TW-11025,3.16,High
TU-2013-5000,25/12/2013,30/12/2013,Standard Class,ML-7410,3.16,Medium
US-2013-103513,26/12/2013,28/12/2013,Second Class,YS-21880,3.16,Critical
MX-2011-141187,27/06/2011,01/07/2011,Standard Class,RA-19285,3.15,Medium
ES-2011-2931507,20/06/2011,24/06/2011,Standard Class,SM-20950,3.15,High
IN-2012-36816,02/05/2012,08/05/2012,Standard Class,AG-10330,3.15,Low
ID-2014-46518,25/07/2014,30/07/2014,Standard Class,JE-16165,3.15,High
ID-2013-60637,19/04/2013,23/04/2013,Standard Class,BD-11320,3.15,Medium
IN-2014-76226,23/09/2014,28/09/2014,Standard Class,CR-12820,3.15,Medium
US-2013-142251,01/11/2013,05/11/2013,Second Class,FO-14305,3.15,Medium
CA-2012-149566,05/12/2012,10/12/2012,Standard Class,GB-14530,3.15,Medium
CA-2013-125724,23/09/2013,28/09/2013,Standard Class,SM-20950,3.15,Medium
CG-2011-1930,22/02/2011,26/02/2011,Standard Class,PH-8790,3.15,Medium
IZ-2013-9940,21/08/2013,26/08/2013,Standard Class,BH-1710,3.15,Medium
MX-2013-108385,24/05/2013,29/05/2013,Second Class,AG-10765,3.15,Medium
ES-2014-1831907,01/12/2014,06/12/2014,Standard Class,SC-20800,3.14,Medium
IN-2014-46343,23/09/2014,27/09/2014,Standard Class,JW-15220,3.14,Medium
ID-2012-64004,04/09/2012,08/09/2012,Standard Class,PG-18820,3.14,High
US-2011-117744,02/12/2011,06/12/2011,Standard Class,MD-17860,3.14,Medium
CA-2014-131492,20/10/2014,25/10/2014,Second Class,HH-15010,3.14,Medium
CA-2014-118367,29/10/2014,03/11/2014,Second Class,LO-17170,3.14,Medium
CA-2013-102596,28/12/2013,31/12/2013,First Class,RD-19810,3.14,Medium
MO-2014-210,20/01/2014,24/01/2014,Standard Class,CM-2190,3.14,Medium
TO-2014-8550,08/08/2014,13/08/2014,Standard Class,DM-3345,3.14,Medium
TU-2012-7500,24/10/2012,28/10/2012,Standard Class,AH-465,3.14,High
NI-2011-4520,16/03/2011,20/03/2011,Standard Class,SV-10935,3.14,Medium
US-2012-130932,12/10/2012,14/10/2012,Second Class,AG-10330,3.13,High
ES-2012-3497513,14/06/2012,20/06/2012,Standard Class,JH-15910,3.13,Medium
IN-2014-27954,12/05/2014,18/05/2014,Standard Class,YS-21880,3.13,Low
IN-2011-35654,03/02/2011,08/02/2011,Standard Class,TS-21160,3.13,Medium
IN-2012-85361,27/08/2012,29/08/2012,Second Class,CD-11980,3.13,High
CM-2014-820,07/03/2014,12/03/2014,Second Class,PG-8895,3.13,Medium
SF-2011-5840,21/12/2011,27/12/2011,Standard Class,CC-2685,3.13,Medium
MX-2012-106880,22/06/2012,28/06/2012,Standard Class,JL-15505,3.13,Medium
MX-2013-126445,21/02/2013,25/02/2013,Standard Class,CM-12385,3.12,High
MX-2013-132906,10/06/2013,12/06/2013,Second Class,MW-18220,3.12,Medium
ID-2014-31139,27/10/2014,29/10/2014,Second Class,DJ-13630,3.12,Critical
IN-2014-79180,15/11/2014,20/11/2014,Second Class,KD-16495,3.12,Medium
CA-2012-114468,23/08/2012,23/08/2012,Same Day,TD-20995,3.12,High
CA-2012-151547,17/01/2012,23/01/2012,Standard Class,AH-10465,3.12,Medium
CA-2014-161851,16/04/2014,18/04/2014,First Class,BP-11095,3.12,High
CA-2011-101833,17/11/2011,22/11/2011,Second Class,FG-14260,3.12,High
ZI-2014-7160,30/10/2014,01/11/2014,First Class,EH-4125,3.12,Medium
MX-2014-104731,08/12/2014,11/12/2014,First Class,DH-13675,3.12,High
US-2013-116071,09/10/2013,11/10/2013,Second Class,GH-14425,3.11,High
MX-2013-113390,23/09/2013,28/09/2013,Standard Class,NG-18355,3.11,Medium
IT-2011-5217561,25/11/2011,29/11/2011,Standard Class,NF-18385,3.11,High
ES-2014-3091695,27/03/2014,02/04/2014,Standard Class,HG-14965,3.11,Medium
ES-2012-3761154,25/07/2012,30/07/2012,Standard Class,ON-18715,3.11,Medium
ID-2014-16530,22/12/2014,27/12/2014,Standard Class,HM-14860,3.11,Medium
CA-2013-101630,19/02/2013,23/02/2013,Second Class,CK-12760,3.11,High
CA-2013-165827,05/11/2013,10/11/2013,Standard Class,MF-17665,3.11,Medium
IR-2014-4370,14/01/2014,15/01/2014,First Class,SH-9975,3.11,High
TU-2013-2240,17/08/2013,22/08/2013,Standard Class,RD-9660,3.11,Medium
AO-2014-6900,15/08/2014,22/08/2014,Standard Class,AJ-945,3.11,Medium
US-2013-135895,04/09/2013,04/09/2013,Same Day,RS-19420,3.11,Medium
US-2012-148383,27/12/2012,31/12/2012,Second Class,LH-17155,3.11,Medium
ID-2011-57326,01/09/2011,04/09/2011,First Class,BO-11425,3.1,High
IN-2012-74000,15/05/2012,19/05/2012,Standard Class,PO-18850,3.1,High
IN-2012-77045,30/11/2012,06/12/2012,Standard Class,FC-14245,3.1,Medium
CA-2014-164917,03/12/2014,08/12/2014,Standard Class,MK-17905,3.1,Medium
CA-2011-135993,28/05/2011,02/06/2011,Standard Class,PJ-18835,3.1,Medium
NI-2011-1760,01/12/2011,03/12/2011,Second Class,FG-4260,3.1,High
IR-2012-1050,04/12/2012,08/12/2012,Standard Class,MH-8025,3.1,Medium
SA-2014-4270,09/10/2014,12/10/2014,Second Class,BP-1230,3.1,High
UP-2014-5120,23/06/2014,28/06/2014,Standard Class,SW-10350,3.1,Medium
UP-2012-1940,27/09/2012,02/10/2012,Standard Class,TB-11355,3.1,Medium
TU-2012-9280,07/05/2012,14/05/2012,Standard Class,CS-2355,3.1,Low
MX-2013-111794,10/04/2013,12/04/2013,Second Class,JL-15130,3.1,Medium
MX-2011-100195,26/12/2011,26/12/2011,Same Day,AJ-10795,3.1,High
MX-2012-110352,15/05/2012,19/05/2012,Standard Class,JH-15985,3.1,Medium
US-2014-114664,12/11/2014,16/11/2014,Standard Class,BD-11620,3.1,Medium
MX-2011-121979,17/10/2011,22/10/2011,Standard Class,ZC-21910,3.1,Medium
MX-2012-166968,08/10/2012,15/10/2012,Standard Class,AB-10165,3.1,Medium
US-2014-108798,13/08/2014,15/08/2014,First Class,TH-21550,3.09,High
ES-2014-3667834,09/04/2014,14/04/2014,Standard Class,TS-21370,3.09,High
ES-2014-5009576,26/08/2014,30/08/2014,Standard Class,MT-18070,3.09,Medium
IN-2012-78123,13/06/2012,15/06/2012,Second Class,DB-13615,3.09,Medium
CA-2014-105053,08/07/2014,10/07/2014,Second Class,CS-12355,3.09,High
CA-2014-136672,08/03/2014,13/03/2014,Standard Class,MG-17890,3.09,Medium
US-2014-166394,05/09/2014,07/09/2014,Second Class,VM-21835,3.09,Critical
CA-2013-150077,04/02/2013,10/02/2013,Standard Class,MS-17365,3.09,Medium
MR-2014-9020,23/04/2014,28/04/2014,Standard Class,AH-585,3.09,Medium
LI-2011-9960,04/08/2011,06/08/2011,Second Class,LR-6915,3.09,Medium
MX-2013-106614,15/11/2013,15/11/2013,Same Day,JM-15655,3.09,High
MX-2013-141649,28/11/2013,04/12/2013,Standard Class,DR-12940,3.08,Medium
ES-2011-1878479,11/10/2011,11/10/2011,Same Day,GA-14515,3.08,Medium
ID-2013-53161,22/04/2013,27/04/2013,Standard Class,DK-13225,3.08,Medium
IN-2013-74014,21/09/2013,27/09/2013,Standard Class,PA-19060,3.08,Medium
CA-2014-165603,18/10/2014,20/10/2014,Second Class,SS-20140,3.08,High
CA-2014-134978,13/11/2014,16/11/2014,Second Class,EB-13705,3.08,High
CA-2014-128160,20/12/2014,25/12/2014,Second Class,MM-17920,3.08,Medium
CA-2014-159604,15/04/2014,16/04/2014,First Class,CL-12700,3.08,Critical
CA-2014-110842,12/11/2014,17/11/2014,Standard Class,GA-14725,3.08,Medium
US-2014-141943,06/05/2014,10/05/2014,Standard Class,DK-12985,3.08,High
CA-2011-147900,23/09/2011,28/09/2011,Standard Class,JK-15640,3.08,Medium
CA-2014-148320,04/11/2014,09/11/2014,Standard Class,PG-18895,3.08,Medium
UP-2014-6420,14/07/2014,19/07/2014,Standard Class,ML-7395,3.08,Medium
SA-2014-7470,17/10/2014,23/10/2014,Standard Class,SV-10785,3.08,Medium
NI-2013-2720,13/11/2013,16/11/2013,Second Class,JG-5160,3.08,High
MX-2014-123904,08/10/2014,10/10/2014,Second Class,AB-10600,3.08,Medium
MX-2011-125871,02/07/2011,05/07/2011,Second Class,SN-20710,3.07,Medium
US-2013-120138,28/11/2013,30/11/2013,Second Class,JE-15745,3.07,High
ES-2014-4869579,19/11/2014,24/11/2014,Standard Class,ME-18010,3.07,High
IN-2014-22536,22/05/2014,27/05/2014,Standard Class,JM-15655,3.07,Medium
IN-2013-38314,19/06/2013,24/06/2013,Standard Class,LH-17155,3.07,Medium
IN-2014-56528,04/12/2014,09/12/2014,Second Class,TG-21310,3.07,Medium
US-2014-140074,24/03/2014,30/03/2014,Standard Class,EC-14050,3.07,Low
TU-2011-7670,25/04/2011,30/04/2011,Second Class,PA-9060,3.07,Medium
UZ-2013-5590,11/10/2013,17/10/2013,Standard Class,SG-10080,3.07,Low
MX-2012-161998,21/06/2012,23/06/2012,First Class,HD-14785,3.06,Medium
ES-2012-3770443,10/04/2012,16/04/2012,Standard Class,TB-21625,3.06,Medium
ES-2013-4396697,24/09/2013,01/10/2013,Standard Class,TB-21175,3.06,Medium
IN-2012-27464,20/08/2012,22/08/2012,Second Class,SP-20545,3.06,Medium
IN-2014-64753,16/12/2014,20/12/2014,Standard Class,EB-13870,3.06,High
CA-2013-101938,07/01/2013,12/01/2013,Standard Class,DW-13480,3.06,Medium
CA-2013-137204,29/04/2013,06/05/2013,Standard Class,BO-11350,3.06,Medium
CA-2014-132185,28/11/2014,03/12/2014,Standard Class,DB-13615,3.06,Medium
CA-2014-161459,26/11/2014,30/11/2014,Second Class,EB-13750,3.06,Medium
US-2012-145121,02/10/2012,06/10/2012,Standard Class,MP-17965,3.06,Medium
RO-2012-9720,29/03/2012,01/04/2012,First Class,NP-8670,3.06,High
EG-2013-310,28/01/2013,01/02/2013,Standard Class,RL-9615,3.06,High
SA-2014-5330,05/06/2014,05/06/2014,Same Day,BF-1080,3.06,High
TZ-2013-140,02/08/2013,08/08/2013,Standard Class,RH-9600,3.06,Medium
SA-2014-130,29/10/2014,02/11/2014,Standard Class,LE-6810,3.06,Medium
RS-2013-9110,25/03/2013,31/03/2013,Standard Class,PO-9180,3.06,Medium
MX-2013-148341,10/10/2013,10/10/2013,Same Day,VM-21685,3.06,Medium
MX-2011-150728,16/04/2011,23/04/2011,Standard Class,LM-17065,3.06,Medium
US-2013-118605,08/04/2013,12/04/2013,Standard Class,LW-17125,3.06,High
IT-2014-1678595,18/01/2014,25/01/2014,Standard Class,CA-12775,3.05,Low
ES-2012-2712442,23/10/2012,28/10/2012,Second Class,RB-19645,3.05,Medium
ES-2011-1818378,03/09/2011,08/09/2011,Standard Class,BF-11170,3.05,Medium
IN-2014-71291,21/05/2014,25/05/2014,Standard Class,DL-13315,3.05,Medium
ID-2011-14094,08/03/2011,10/03/2011,Second Class,KM-16225,3.05,Medium
CA-2013-140641,29/10/2013,03/11/2013,Standard Class,EP-13915,3.05,Medium
CA-2012-147879,07/05/2012,12/05/2012,Standard Class,CC-12220,3.05,Medium
US-2014-143175,04/08/2014,07/08/2014,Second Class,GA-14515,3.05,Medium
CA-2011-126200,25/08/2011,29/08/2011,Standard Class,JE-15715,3.05,Medium
CA-2014-142328,08/12/2014,15/12/2014,Standard Class,TC-21535,3.05,Medium
NI-2012-8920,06/06/2012,13/06/2012,Standard Class,MW-8220,3.05,Medium
KE-2011-7580,10/10/2011,15/10/2011,Standard Class,ND-8460,3.05,Medium
CA-2014-110,08/12/2014,10/12/2014,Second Class,JS-5940,3.05,High
ES-2011-4411711,10/11/2011,17/11/2011,Standard Class,SF-20200,3.04,Medium
IN-2013-15921,01/11/2013,06/11/2013,Standard Class,BO-11350,3.04,High
IN-2014-47848,08/11/2014,12/11/2014,Standard Class,CJ-11875,3.04,High
IN-2014-32112,04/01/2014,07/01/2014,Second Class,EH-13765,3.04,Medium
IN-2014-86558,04/04/2014,07/04/2014,Second Class,HP-14815,3.04,High
CA-2014-122644,13/11/2014,18/11/2014,Standard Class,SF-20965,3.04,High
CA-2013-133795,19/12/2013,25/12/2013,Standard Class,JE-15475,3.04,Medium
CG-2013-4980,16/08/2013,21/08/2013,Standard Class,EM-4065,3.04,Medium
MZ-2012-5290,09/11/2012,13/11/2012,Standard Class,RH-9600,3.04,Medium
AG-2011-1440,15/12/2011,20/12/2011,Standard Class,DB-3210,3.04,Medium
US-2012-109505,03/09/2012,09/09/2012,Standard Class,KN-16390,3.04,Medium
IN-2012-10601,25/06/2012,29/06/2012,Standard Class,RB-19795,3.03,High
IN-2011-33211,18/08/2011,22/08/2011,Second Class,CK-12760,3.03,High
CA-2012-103716,30/04/2012,06/05/2012,Standard Class,KB-16585,3.03,Medium
SF-2013-1050,10/01/2013,14/01/2013,Standard Class,KC-6675,3.03,High
IR-2013-1660,23/11/2013,28/11/2013,Second Class,TS-11085,3.03,Medium
MX-2012-161809,09/10/2012,14/10/2012,Standard Class,BE-11410,3.03,Medium
US-2013-149930,13/03/2013,13/03/2013,Same Day,JH-15985,3.03,Medium
ES-2013-1225665,13/12/2013,18/12/2013,Standard Class,ES-14020,3.02,Medium
ES-2013-1589316,29/05/2013,02/06/2013,Standard Class,RM-19675,3.02,Medium
IN-2012-74686,17/12/2012,21/12/2012,Standard Class,JH-15910,3.02,High
IN-2014-18392,11/06/2014,13/06/2014,First Class,JH-16180,3.02,High
CA-2012-139850,12/06/2012,17/06/2012,Standard Class,GB-14575,3.02,Medium
NI-2013-5990,04/06/2013,09/06/2013,Standard Class,EK-3795,3.02,Medium
UP-2014-4290,04/11/2014,05/11/2014,First Class,KC-6255,3.02,Medium
CG-2014-9290,26/08/2014,30/08/2014,Standard Class,BT-1305,3.02,Medium
NI-2011-4420,04/03/2011,08/03/2011,Standard Class,JL-5835,3.02,Medium
MX-2013-129147,18/11/2013,23/11/2013,Standard Class,CC-12145,3.02,Medium
MX-2013-166590,24/06/2013,28/06/2013,Standard Class,PO-18850,3.01,Medium
IN-2011-20443,05/12/2011,10/12/2011,Second Class,CC-12370,3.01,Medium
IN-2012-82729,30/05/2012,04/06/2012,Standard Class,GH-14485,3.01,Medium
ID-2014-85879,18/11/2014,22/11/2014,Standard Class,LW-17215,3.01,Medium
CA-2013-152534,21/06/2013,26/06/2013,Second Class,DP-13105,3.01,Medium
US-2011-157021,01/04/2011,06/04/2011,Second Class,KM-16720,3.01,Medium
CA-2012-162761,09/10/2012,13/10/2012,Standard Class,SC-20575,3.01,Medium
CA-2013-2160,01/05/2013,03/05/2013,First Class,MG-8205,3.01,Medium
EG-2014-9880,06/10/2014,06/10/2014,Same Day,JP-6135,3.01,Critical
MX-2012-138023,06/12/2012,12/12/2012,Standard Class,CK-12595,3.01,Medium
US-2013-104969,14/11/2013,19/11/2013,Standard Class,NS-18505,3.01,Medium
MX-2012-143490,12/10/2012,17/10/2012,Standard Class,LC-16960,3.01,Medium
MX-2013-167080,23/04/2013,28/04/2013,Second Class,PC-19000,3,High
IN-2014-18560,11/08/2014,15/08/2014,Standard Class,BM-11140,3,High
IN-2012-30579,20/08/2012,25/08/2012,Second Class,TS-21505,3,Medium
US-2013-162026,09/10/2013,09/10/2013,Same Day,JE-15745,3,Critical
US-2011-147774,21/01/2011,27/01/2011,Standard Class,MM-18280,3,Medium
TU-2014-330,09/01/2014,15/01/2014,Standard Class,CA-2265,3,Low
US-2014-100706,19/09/2014,21/09/2014,First Class,JF-15415,3,High
MX-2014-107244,17/06/2014,22/06/2014,Standard Class,SC-20020,3,High
US-2014-156699,06/01/2014,08/01/2014,Second Class,DK-13090,2.99,Critical
ES-2013-1460976,10/06/2013,14/06/2013,Second Class,BD-11320,2.99,Medium
IN-2014-86117,22/04/2014,26/04/2014,Standard Class,MH-18115,2.99,Medium
US-2013-100405,27/08/2013,29/08/2013,Second Class,TS-21430,2.99,Critical
CA-2014-1180,30/12/2014,01/01/2015,First Class,GH-4665,2.99,Medium
KZ-2012-4400,27/12/2012,01/01/2013,Standard Class,BF-1005,2.99,High
CG-2014-870,19/07/2014,21/07/2014,Second Class,AM-705,2.99,High
IR-2013-310,08/12/2013,12/12/2013,Standard Class,JJ-5445,2.99,High
US-2011-129721,30/06/2011,02/07/2011,First Class,CC-12550,2.98,Medium
ES-2013-5298706,12/10/2013,17/10/2013,Standard Class,SJ-20125,2.98,Medium
IN-2014-50053,10/02/2014,15/02/2014,Standard Class,DL-13330,2.98,Medium
ID-2014-51754,15/12/2014,19/12/2014,Standard Class,MW-18235,2.98,Medium
ID-2011-45433,28/10/2011,04/11/2011,Standard Class,BF-10975,2.98,Medium
CA-2013-164154,12/09/2013,18/09/2013,Standard Class,NZ-18565,2.98,Medium
IR-2014-330,17/05/2014,21/05/2014,Standard Class,JE-5715,2.98,High
SG-2014-3940,01/09/2014,04/09/2014,Second Class,BT-1440,2.98,High
IR-2013-8790,03/06/2013,10/06/2013,Standard Class,BS-1665,2.98,Medium
TU-2012-4090,28/02/2012,05/03/2012,Standard Class,MN-7935,2.98,Medium
NI-2012-730,12/03/2012,16/03/2012,Standard Class,HG-5025,2.98,Medium
AJ-2014-9020,13/09/2014,19/09/2014,Standard Class,RD-9720,2.98,Medium
MX-2012-146528,09/07/2012,13/07/2012,Second Class,JM-15535,2.98,Medium
MX-2011-157679,20/10/2011,24/10/2011,Standard Class,BO-11350,2.98,Medium
MX-2013-104766,29/12/2013,31/12/2013,First Class,ES-14080,2.97,High
MX-2013-136735,04/12/2013,10/12/2013,Standard Class,JF-15490,2.97,Medium
US-2014-150665,07/10/2014,13/10/2014,Standard Class,DB-12910,2.97,Medium
US-2014-168984,04/03/2014,08/03/2014,Standard Class,SB-20185,2.97,High
ES-2014-5185744,12/08/2014,15/08/2014,First Class,MY-18295,2.97,Medium
ES-2014-3150351,18/12/2014,24/12/2014,Standard Class,BP-11290,2.97,Medium
ES-2012-2242548,23/01/2012,27/01/2012,Standard Class,CA-11965,2.97,Medium
IN-2012-16859,27/03/2012,27/03/2012,Same Day,RW-19690,2.97,Medium
IN-2014-13121,13/02/2014,13/02/2014,Same Day,LC-16930,2.97,Medium
IN-2013-16397,15/11/2013,17/11/2013,Second Class,KD-16270,2.97,High
IR-2014-7880,10/09/2014,16/09/2014,Standard Class,ER-3855,2.97,Medium
KE-2014-9170,28/07/2014,04/08/2014,Standard Class,BB-1545,2.97,Medium
MO-2013-3680,15/09/2013,17/09/2013,Second Class,NS-8640,2.97,Medium
TU-2012-7140,11/12/2012,14/12/2012,Second Class,MK-7905,2.97,Medium
IR-2013-8920,23/05/2013,27/05/2013,Standard Class,HF-4995,2.97,Medium
RS-2011-5800,30/05/2011,01/06/2011,First Class,AI-855,2.97,Medium
US-2014-148796,02/04/2014,09/04/2014,Standard Class,KM-16720,2.97,Low
MX-2014-129525,10/04/2014,16/04/2014,Standard Class,MC-17275,2.97,Medium
US-2014-164063,03/04/2014,07/04/2014,Standard Class,RR-19525,2.97,Medium
MX-2013-162054,24/06/2013,29/06/2013,Second Class,RD-19480,2.96,Medium
ID-2013-63087,12/04/2013,17/04/2013,Second Class,RM-19675,2.96,Medium
IN-2014-69807,21/11/2014,25/11/2014,Standard Class,VP-21730,2.96,Medium
ID-2014-39441,27/06/2014,30/06/2014,Second Class,AH-10585,2.96,Medium
US-2014-166611,29/03/2014,03/04/2014,Standard Class,CK-12760,2.96,Medium
CA-2014-143329,04/11/2014,09/11/2014,Standard Class,DL-13330,2.96,Medium
CA-2014-125752,01/08/2014,05/08/2014,Standard Class,EH-14125,2.96,Medium
SA-2014-3020,19/09/2014,26/09/2014,Standard Class,MD-7860,2.96,Medium
MO-2013-3050,13/08/2013,18/08/2013,Standard Class,ES-4080,2.96,Medium
US-2013-105802,19/08/2013,22/08/2013,Second Class,BP-11290,2.95,High
ID-2014-64242,18/01/2014,24/01/2014,Standard Class,BB-11545,2.95,Medium
IN-2011-56486,03/05/2011,09/05/2011,Standard Class,JM-15265,2.95,Medium
IN-2014-83177,16/05/2014,20/05/2014,Standard Class,GZ-14470,2.95,High
CA-2013-167507,23/12/2013,29/12/2013,Standard Class,SA-20830,2.95,Medium
CA-2011-124513,21/09/2011,25/09/2011,Standard Class,SL-20155,2.95,Medium
BN-2014-2740,10/12/2014,14/12/2014,Standard Class,AS-90,2.95,High
NI-2011-900,06/04/2011,10/04/2011,Standard Class,AS-90,2.95,High
GG-2013-6980,28/06/2013,02/07/2013,Second Class,EB-3975,2.95,Medium
SF-2012-2440,20/11/2012,27/11/2012,Standard Class,LW-6825,2.95,Medium
MX-2014-134901,29/10/2014,04/11/2014,Standard Class,LS-16975,2.94,Medium
ES-2011-2542245,11/06/2011,11/06/2011,Same Day,TB-21355,2.94,Critical
ID-2011-14955,20/09/2011,25/09/2011,Second Class,JG-15805,2.94,Medium
US-2012-157014,03/10/2012,06/10/2012,Second Class,BM-11785,2.94,Medium
CA-2014-149944,13/11/2014,17/11/2014,Second Class,MB-17305,2.94,Medium
CA-2011-142951,08/10/2011,08/10/2011,Same Day,JG-15115,2.94,Medium
US-2014-123834,22/07/2014,26/07/2014,Standard Class,GM-14500,2.94,High
EG-2014-5250,20/05/2014,24/05/2014,Standard Class,SC-10095,2.94,Medium
PL-2013-9220,06/02/2013,10/02/2013,Standard Class,TB-11355,2.94,High
JO-2014-8690,19/09/2014,24/09/2014,Standard Class,RD-9930,2.94,Medium
TU-2013-2640,29/10/2013,02/11/2013,Second Class,CL-1890,2.94,Medium
TO-2013-3060,04/06/2013,08/06/2013,Second Class,ES-4080,2.94,Medium
TU-2014-9000,24/02/2014,26/02/2014,Second Class,BB-990,2.94,Critical
MO-2013-2310,18/07/2013,23/07/2013,Second Class,PV-8985,2.94,Medium
MX-2013-136994,04/07/2013,10/07/2013,Standard Class,RD-19660,2.94,Medium
MX-2013-144400,01/11/2013,08/11/2013,Standard Class,BP-11155,2.93,Medium
MX-2013-127502,08/11/2013,12/11/2013,Standard Class,RR-19315,2.93,High
ES-2014-3852497,23/08/2014,28/08/2014,Standard Class,MM-18055,2.93,Medium
IT-2013-2906842,07/01/2013,10/01/2013,First Class,MC-17845,2.93,Medium
ES-2012-2780126,01/06/2012,07/06/2012,Standard Class,TP-21565,2.93,Medium
IT-2014-3949254,29/08/2014,05/09/2014,Standard Class,BT-11305,2.93,Low
IN-2011-37278,14/03/2011,15/03/2011,First Class,BM-11575,2.93,High
ID-2012-75967,16/07/2012,21/07/2012,Standard Class,MM-18280,2.93,Medium
IN-2012-28535,07/11/2012,11/11/2012,Standard Class,EB-13930,2.93,Medium
CA-2014-100356,22/10/2014,26/10/2014,Standard Class,SP-20920,2.93,High
TU-2012-3170,15/02/2012,19/02/2012,Standard Class,RD-9900,2.93,Medium
KZ-2013-4700,25/12/2013,31/12/2013,Standard Class,KB-6585,2.93,Medium
SF-2014-8320,09/12/2014,13/12/2014,Second Class,BN-1470,2.93,Medium
TU-2014-1300,10/09/2014,16/09/2014,Standard Class,JP-5520,2.93,Medium
MX-2014-131219,08/10/2014,10/10/2014,Second Class,DB-13120,2.93,High
ES-2014-1569434,04/08/2014,07/08/2014,First Class,AH-10030,2.92,Critical
IN-2011-60917,11/02/2011,15/02/2011,Standard Class,SP-20860,2.92,High
IN-2013-72887,28/06/2013,02/07/2013,Standard Class,NP-18670,2.92,Medium
IN-2014-17118,26/06/2014,28/06/2014,Second Class,AA-10645,2.92,Medium
IN-2011-18203,25/07/2011,29/07/2011,Standard Class,AG-10300,2.92,Medium
IN-2012-80258,18/09/2012,22/09/2012,Second Class,RO-19780,2.92,Medium
CA-2011-107916,24/08/2011,26/08/2011,First Class,JP-15460,2.92,Medium
CA-2013-119683,13/03/2013,17/03/2013,Second Class,CK-12595,2.92,Medium
US-2014-114034,04/01/2014,09/01/2014,Standard Class,DL-13315,2.92,Medium
EZ-2013-400,31/12/2013,31/12/2013,Same Day,AB-105,2.92,High
PL-2013-670,23/09/2013,27/09/2013,Standard Class,RH-9600,2.92,Medium
RS-2014-9870,13/06/2014,16/06/2014,Second Class,JS-5940,2.92,High
MX-2014-140123,03/04/2014,05/04/2014,Second Class,SC-20260,2.92,High
MX-2013-148432,17/06/2013,19/06/2013,Second Class,DM-12955,2.92,High
MX-2012-112151,03/04/2012,10/04/2012,Standard Class,PG-18820,2.92,Medium
ES-2014-2484644,18/09/2014,23/09/2014,Standard Class,AR-10345,2.91,Medium
ES-2012-4811686,02/06/2012,06/06/2012,Standard Class,IM-15055,2.91,Medium
ES-2011-4993136,11/03/2011,15/03/2011,Standard Class,PO-18865,2.91,Medium
ES-2014-1183389,08/09/2014,12/09/2014,Standard Class,MN-17935,2.91,Medium
IN-2012-41177,02/08/2012,07/08/2012,Standard Class,AF-10885,2.91,Medium
CA-2012-162537,28/10/2012,03/11/2012,Standard Class,RD-19585,2.91,Medium
CA-2014-112984,17/09/2014,19/09/2014,Second Class,EH-14185,2.91,High
IZ-2013-9710,29/11/2013,01/12/2013,Second Class,AS-285,2.91,High
MX-2014-110499,26/12/2014,30/12/2014,Standard Class,MC-17635,2.91,Medium
MX-2014-127299,17/05/2014,22/05/2014,Standard Class,JK-15370,2.9,Medium
MX-2013-138576,02/12/2013,04/12/2013,Second Class,MC-17605,2.9,Medium
MX-2014-103366,12/05/2014,12/05/2014,Same Day,GH-14485,2.9,Critical
ID-2013-49143,29/03/2013,02/04/2013,Standard Class,RO-19780,2.9,Medium
IN-2013-52734,01/10/2013,05/10/2013,Standard Class,JM-15655,2.9,Medium
CA-2013-141523,20/12/2013,25/12/2013,Second Class,MH-17440,2.9,Medium
CA-2013-152457,13/09/2013,19/09/2013,Standard Class,SC-20695,2.9,Medium
CA-2011-141110,26/11/2011,01/12/2011,Standard Class,LS-17200,2.9,Medium
TU-2012-640,12/09/2012,16/09/2012,Standard Class,LS-6975,2.9,High
US-2014-168949,08/08/2014,12/08/2014,Standard Class,MG-18205,2.9,High
MX-2013-156286,16/12/2013,18/12/2013,Second Class,DH-13075,2.89,High
MX-2012-153829,31/12/2012,01/01/2013,First Class,TC-20980,2.89,Medium
ES-2014-1867993,08/05/2014,11/05/2014,First Class,AS-10285,2.89,High
ID-2013-20527,15/01/2013,20/01/2013,Standard Class,GB-14530,2.89,Medium
CA-2013-130680,25/06/2013,30/06/2013,Standard Class,BD-11320,2.89,Medium
CA-2012-163762,27/11/2012,01/12/2012,Standard Class,JE-15475,2.89,Medium
MX-2013-139556,16/07/2013,21/07/2013,Standard Class,MD-17350,2.89,Medium
MX-2013-114951,22/08/2013,26/08/2013,Second Class,MW-18235,2.89,Medium
US-2013-132276,19/02/2013,24/02/2013,Second Class,BT-11440,2.88,Medium
IT-2014-3734233,26/08/2014,30/08/2014,Standard Class,CS-12490,2.88,Medium
ES-2011-5579266,11/08/2011,16/08/2011,Second Class,PK-18910,2.88,Medium
IN-2014-73314,16/01/2014,22/01/2014,Standard Class,CM-12385,2.88,Medium
ID-2012-44747,04/09/2012,07/09/2012,First Class,AG-10495,2.88,Medium
CA-2011-104976,09/12/2011,16/12/2011,Standard Class,CK-12760,2.88,Medium
